,index,Suburb,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Propertycount,distance_group,Date_Month,airbnb_price_mean
3238,3247,Heidelberg Heights,2,h,680000.0,10.5,3081.0,1.0,1.0,605.0,78.0,1950.0,Banyule,-37.7365,145.0545,2947.0,"(10, 20]",2016-12-01,83.65789473684211
3239,3248,Heidelberg Heights,2,u,440000.0,10.5,3081.0,1.0,2.0,281.0,,1970.0,Banyule,-37.7429,145.0519,2947.0,"(10, 20]",2016-12-01,83.65789473684211
3240,3249,Heidelberg Heights,2,h,650000.0,10.5,3081.0,1.0,3.0,620.0,85.0,1950.0,Banyule,-37.7377,145.0541,2947.0,"(10, 20]",2016-04-01,83.65789473684211
3241,3250,Heidelberg Heights,5,h,890000.0,10.5,3081.0,2.0,2.0,596.0,172.0,1972.0,Banyule,-37.7487,145.0522,2947.0,"(10, 20]",2016-04-01,83.65789473684211
3242,3251,Heidelberg Heights,3,h,650000.0,10.5,3081.0,1.0,2.0,582.0,90.0,1955.0,Banyule,-37.7422,145.05,2947.0,"(10, 20]",2016-04-01,83.65789473684211
3243,3252,Heidelberg Heights,3,h,659500.0,10.5,3081.0,1.0,1.0,608.0,,,Banyule,-37.7361,145.0551,2947.0,"(10, 20]",2016-09-01,83.65789473684211
3244,3253,Heidelberg Heights,3,h,725000.0,10.5,3081.0,1.0,2.0,580.0,,,Banyule,-37.738,145.0563,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3245,3254,Heidelberg Heights,2,u,605000.0,10.5,3081.0,1.0,1.0,166.0,87.0,2008.0,Banyule,-37.7416,145.0567,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3246,3255,Heidelberg Heights,8,h,770000.0,10.5,3081.0,4.0,4.0,638.0,115.0,1960.0,Banyule,-37.7426,145.048,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3247,3256,Heidelberg Heights,3,h,950000.0,10.5,3081.0,1.0,2.0,800.0,118.0,1960.0,Banyule,-37.7406,145.0483,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3248,3257,Heidelberg Heights,4,h,856000.0,10.5,3081.0,1.0,2.0,722.0,208.0,1975.0,Banyule,-37.7477,145.0565,2947.0,"(10, 20]",2016-08-01,83.65789473684211
3249,3258,Heidelberg Heights,3,h,600000.0,10.5,3081.0,2.0,2.0,251.0,200.0,2012.0,Banyule,-37.7358,145.0559,2947.0,"(10, 20]",2016-08-01,83.65789473684211
3250,3259,Heidelberg Heights,2,u,450000.0,10.5,3081.0,1.0,1.0,0.0,82.0,,Banyule,-37.7359,145.0563,2947.0,"(10, 20]",2016-04-01,83.65789473684211
3251,3260,Heidelberg Heights,2,h,1060000.0,10.5,3081.0,1.0,0.0,837.0,,,Banyule,-37.7389,145.053,2947.0,"(10, 20]",2017-02-01,83.65789473684211
3252,3261,Heidelberg Heights,3,h,850000.0,10.5,3081.0,1.0,1.0,590.0,,,Banyule,-37.7483,145.0479,2947.0,"(10, 20]",2017-02-01,83.65789473684211
3253,3262,Heidelberg Heights,2,h,510000.0,10.5,3081.0,1.0,2.0,244.0,,,Banyule,-37.7421,145.0491,2947.0,"(10, 20]",2017-02-01,83.65789473684211
3254,3263,Heidelberg Heights,3,h,1100000.0,10.5,3081.0,1.0,0.0,613.0,,1925.0,Banyule,-37.7532,145.0554,2947.0,"(10, 20]",2017-02-01,83.65789473684211
3255,3264,Heidelberg Heights,3,h,915000.0,10.5,3081.0,1.0,1.0,748.0,101.0,1950.0,Banyule,-37.7416,145.0481,2947.0,"(10, 20]",2017-02-01,83.65789473684211
3256,3265,Heidelberg Heights,2,u,400000.0,10.5,3081.0,1.0,1.0,127.0,83.0,1970.0,Banyule,-37.747,145.0575,2947.0,"(10, 20]",2016-07-01,83.65789473684211
3257,3266,Heidelberg Heights,2,h,526000.0,10.5,3081.0,1.0,1.0,310.0,,1994.0,Banyule,-37.7389,145.0486,2947.0,"(10, 20]",2016-06-01,83.65789473684211
3258,3267,Heidelberg Heights,2,h,570000.0,10.5,3081.0,1.0,3.0,428.0,,,Banyule,-37.7355,145.0573,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3259,3268,Heidelberg Heights,3,h,550000.0,10.5,3081.0,1.0,1.0,420.0,90.0,1960.0,Banyule,-37.7363,145.0506,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3260,3269,Heidelberg Heights,2,h,510000.0,10.5,3081.0,1.0,1.0,174.0,,,Banyule,-37.7433,145.0545,2947.0,"(10, 20]",2016-11-01,83.65789473684211
3261,3270,Heidelberg Heights,2,h,590000.0,10.5,3081.0,1.0,2.0,586.0,80.0,1955.0,Banyule,-37.7435,145.0486,2947.0,"(10, 20]",2016-05-01,83.65789473684211
3262,3271,Heidelberg Heights,2,h,920000.0,10.5,3081.0,1.0,3.0,932.0,97.0,1950.0,Banyule,-37.7333,145.0588,2947.0,"(10, 20]",2016-05-01,83.65789473684211
3263,3272,Heidelberg Heights,2,h,460000.0,10.5,3081.0,1.0,2.0,508.0,79.0,1955.0,Banyule,-37.7428,145.0557,2947.0,"(10, 20]",2016-05-01,83.65789473684211
3264,3273,Heidelberg Heights,3,h,662500.0,10.5,3081.0,1.0,4.0,552.0,,,Banyule,-37.7379,145.0514,2947.0,"(10, 20]",2016-05-01,83.65789473684211
3265,3274,Heidelberg Heights,4,h,1000500.0,10.5,3081.0,2.0,1.0,592.0,191.0,1950.0,Banyule,-37.7478,145.0477,2947.0,"(10, 20]",2016-07-01,83.65789473684211
3266,3275,Heidelberg Heights,3,h,631000.0,10.5,3081.0,1.0,1.0,596.0,99.0,1960.0,Banyule,-37.7432,145.0479,2947.0,"(10, 20]",2016-07-01,83.65789473684211
3267,3276,Heidelberg West,5,h,765000.0,9.4,3081.0,2.0,2.0,415.0,,,Banyule,-37.7354,145.0381,2674.0,"(0, 10]",2016-03-01,83.65789473684211
3268,3277,Heidelberg West,3,h,691000.0,9.4,3081.0,1.0,2.0,624.0,86.0,1965.0,Banyule,-37.7456,145.0397,2674.0,"(0, 10]",2016-03-01,83.65789473684211
3269,3278,Heidelberg West,3,h,560000.0,9.4,3081.0,1.0,1.0,523.0,87.0,1960.0,Banyule,-37.7369,145.0376,2674.0,"(0, 10]",2016-03-01,83.65789473684211
3270,3279,Heidelberg West,2,h,735000.0,9.4,3081.0,1.0,3.0,602.0,,,Banyule,-37.7455,145.0452,2674.0,"(0, 10]",2016-03-01,83.65789473684211
3271,3280,Heidelberg West,3,h,830000.0,9.4,3081.0,2.0,0.0,643.0,,,Banyule,-37.736999999999995,145.0364,2674.0,"(0, 10]",2017-04-01,83.65789473684211
3272,3281,Heidelberg West,3,h,330000.0,9.4,3081.0,1.0,1.0,468.0,,,Banyule,-37.7357,145.0413,2674.0,"(0, 10]",2016-04-01,83.65789473684211
3273,3282,Heidelberg West,1,h,405000.0,9.4,3081.0,1.0,2.0,374.0,,,Banyule,-37.7359,145.03799999999995,2674.0,"(0, 10]",2016-06-01,83.65789473684211
3274,3283,Heidelberg West,2,t,370000.0,9.4,3081.0,1.0,1.0,100.0,90.0,2013.0,Banyule,-37.7383,145.036,2674.0,"(0, 10]",2016-07-01,83.65789473684211
3275,3284,Heidelberg West,3,h,532000.0,9.4,3081.0,1.0,1.0,390.0,86.0,1955.0,Banyule,-37.7369,145.0422,2674.0,"(0, 10]",2016-07-01,83.65789473684211
3276,3285,Heidelberg West,3,h,740000.0,9.4,3081.0,2.0,1.0,627.0,,1960.0,Banyule,-37.747,145.0402,2674.0,"(0, 10]",2016-07-01,83.65789473684211
3277,3286,Heidelberg West,2,h,686000.0,9.4,3081.0,1.0,2.0,650.0,,,Banyule,-37.7446,145.0404,2674.0,"(0, 10]",2016-08-01,83.65789473684211
3278,3287,Heidelberg West,2,h,501500.0,9.4,3081.0,1.0,2.0,538.0,,,Banyule,-37.7405,145.0365,2674.0,"(0, 10]",2016-08-01,83.65789473684211
3279,3288,Heidelberg West,3,h,525500.0,9.4,3081.0,1.0,1.0,605.0,,,Banyule,-37.7344,145.0404,2674.0,"(0, 10]",2016-08-01,83.65789473684211
3280,3289,Heidelberg West,3,h,525000.0,9.4,3081.0,1.0,2.0,192.0,,1970.0,Banyule,-37.7409,145.0398,2674.0,"(0, 10]",2016-10-01,83.65789473684211
3281,3290,Heidelberg West,3,h,710000.0,9.4,3081.0,1.0,1.0,594.0,107.0,,Banyule,-37.7385,145.0409,2674.0,"(0, 10]",2016-10-01,83.65789473684211
3282,3291,Heidelberg West,3,h,808000.0,9.4,3081.0,1.0,0.0,649.0,,,Banyule,-37.7386,145.0441,2674.0,"(0, 10]",2017-11-01,83.65789473684211
3283,3292,Heidelberg West,3,h,652000.0,9.4,3081.0,1.0,0.0,589.0,,,Banyule,-37.7356,145.0448,2674.0,"(0, 10]",2017-11-01,83.65789473684211
3284,3293,Heidelberg West,2,h,515500.0,9.4,3081.0,1.0,1.0,331.0,111.0,1960.0,Banyule,-37.7441,145.0379,2674.0,"(0, 10]",2016-12-01,83.65789473684211
3285,3294,Heidelberg West,3,h,800000.0,9.4,3081.0,1.0,3.0,633.0,88.0,1950.0,Banyule,-37.746,145.0422,2674.0,"(0, 10]",2016-12-01,83.65789473684211
3286,3295,Heidelberg West,2,h,450000.0,9.4,3081.0,1.0,2.0,418.0,,1960.0,Banyule,-37.7392,145.0425,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3287,3296,Heidelberg West,3,h,605000.0,9.4,3081.0,2.0,4.0,0.0,,,Banyule,-37.7391,145.0427,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3288,3297,Heidelberg West,2,h,620000.0,9.4,3081.0,1.0,2.0,668.0,88.0,1950.0,Banyule,-37.7389,145.0393,2674.0,"(0, 10]",2016-04-01,83.65789473684211
3289,3298,Heidelberg West,2,h,497500.0,9.4,3081.0,1.0,2.0,708.0,,,Banyule,-37.7443,145.0454,2674.0,"(0, 10]",2016-04-01,83.65789473684211
3290,3299,Heidelberg West,2,u,360000.0,9.4,3081.0,1.0,1.0,89.0,85.0,1970.0,Banyule,-37.7444,145.047,2674.0,"(0, 10]",2016-04-01,83.65789473684211
3291,3300,Heidelberg West,2,h,440500.0,9.4,3081.0,1.0,1.0,368.0,81.0,1955.0,Banyule,-37.7341,145.0434,2674.0,"(0, 10]",2016-07-01,83.65789473684211
3292,3301,Heidelberg West,4,h,758000.0,9.4,3081.0,1.0,1.0,632.0,152.0,1955.0,Banyule,-37.7466,145.0428,2674.0,"(0, 10]",2016-09-01,83.65789473684211
3293,3302,Heidelberg West,3,h,690500.0,9.4,3081.0,1.0,2.0,605.0,,,Banyule,-37.7386,145.0447,2674.0,"(0, 10]",2016-09-01,83.65789473684211
3294,3303,Heidelberg West,2,h,752000.0,9.4,3081.0,1.0,0.0,627.0,,,Banyule,-37.7469,145.0399,2674.0,"(0, 10]",2017-03-01,83.65789473684211
3295,3304,Heidelberg West,2,h,777000.0,9.4,3081.0,1.0,0.0,649.0,,,Banyule,-37.7443,145.0452,2674.0,"(0, 10]",2017-03-01,83.65789473684211
3296,3305,Heidelberg West,2,h,680000.0,9.4,3081.0,1.0,1.0,591.0,,,Banyule,-37.7385,145.0387,2674.0,"(0, 10]",2017-03-01,83.65789473684211
3297,3306,Heidelberg West,3,h,480000.0,9.4,3081.0,1.0,1.0,338.0,13.0,1980.0,Banyule,-37.739000000000004,145.0481,2674.0,"(0, 10]",2016-06-01,83.65789473684211
3298,3307,Heidelberg West,4,h,715000.0,9.4,3081.0,2.0,2.0,521.0,196.0,1990.0,Banyule,-37.738,145.0374,2674.0,"(0, 10]",2016-11-01,83.65789473684211
3299,3308,Heidelberg West,2,h,520000.0,9.4,3081.0,1.0,2.0,594.0,,,Banyule,-37.7471,145.0427,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3300,3309,Heidelberg West,3,h,646250.0,9.4,3081.0,1.0,2.0,616.0,18.0,1965.0,Banyule,-37.747,145.0389,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3301,3310,Heidelberg West,3,h,1375000.0,9.4,3081.0,1.0,1.0,368.0,106.0,1960.0,Banyule,-37.7344,145.04399999999995,2674.0,"(0, 10]",2016-04-01,83.65789473684211
3302,3311,Heidelberg West,3,h,722000.0,9.4,3081.0,1.0,2.0,593.0,99.0,1950.0,Banyule,-37.7386,145.0387,2674.0,"(0, 10]",2017-02-01,83.65789473684211
3303,3312,Heidelberg West,2,h,715000.0,9.4,3081.0,1.0,3.0,609.0,,,Banyule,-37.7415,145.0391,2674.0,"(0, 10]",2017-02-01,83.65789473684211
3304,3313,Heidelberg West,1,h,636000.0,9.4,3081.0,1.0,1.0,588.0,,,Banyule,-37.7454,145.0397,2674.0,"(0, 10]",2016-07-01,83.65789473684211
3305,3314,Heidelberg West,2,h,590000.0,9.4,3081.0,1.0,2.0,586.0,,,Banyule,-37.7418,145.0464,2674.0,"(0, 10]",2016-06-01,83.65789473684211
3306,3315,Heidelberg West,4,h,820000.0,9.4,3081.0,2.0,2.0,608.0,,,Banyule,-37.7437,145.0402,2674.0,"(0, 10]",2016-11-01,83.65789473684211
3307,3316,Heidelberg West,2,h,725000.0,9.4,3081.0,1.0,3.0,632.0,77.0,1960.0,Banyule,-37.7443,145.0462,2674.0,"(0, 10]",2016-11-01,83.65789473684211
3308,3317,Heidelberg West,2,h,705000.0,9.4,3081.0,1.0,1.0,583.0,,,Banyule,-37.7352,145.0449,2674.0,"(0, 10]",2016-11-01,83.65789473684211
3309,3318,Heidelberg West,3,h,710000.0,9.4,3081.0,2.0,4.0,1.0,,,Banyule,-37.7411,145.0394,2674.0,"(0, 10]",2016-11-01,83.65789473684211
3310,3319,Heidelberg West,2,h,415000.0,9.4,3081.0,1.0,1.0,422.0,,,Banyule,-37.7343,145.04399999999995,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3311,3320,Heidelberg West,3,h,392000.0,9.4,3081.0,1.0,2.0,372.0,,,Banyule,-37.7383,145.0414,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3312,3321,Heidelberg West,3,h,961000.0,9.4,3081.0,1.0,2.0,1179.0,,,Banyule,-37.7411,145.0468,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3313,3322,Heidelberg West,3,h,507000.0,9.4,3081.0,1.0,1.0,536.0,,,Banyule,-37.7403,145.0365,2674.0,"(0, 10]",2016-05-01,83.65789473684211
3314,3323,Heidelberg West,3,h,465000.0,9.4,3081.0,1.0,1.0,413.0,85.0,1960.0,Banyule,-37.7399,145.0369,2674.0,"(0, 10]",2016-08-01,83.65789473684211
3315,3324,Heidelberg West,3,h,675000.0,9.4,3081.0,1.0,2.0,665.0,,,Banyule,-37.739000000000004,145.0451,2674.0,"(0, 10]",2016-08-01,83.65789473684211
3316,3325,Hughesdale,2,h,1550000.0,13.0,3166.0,1.0,1.0,732.0,97.0,1950.0,Monash,-37.8931,145.0791,3145.0,"(10, 20]",2016-03-01,113.14285714285714
3317,3326,Hughesdale,2,u,516000.0,13.0,3166.0,1.0,1.0,0.0,76.0,1970.0,Monash,-37.8967,145.0858,3145.0,"(10, 20]",2016-03-01,113.14285714285714
3318,3327,Hughesdale,3,h,1340000.0,13.0,3166.0,1.0,1.0,705.0,128.0,1920.0,Monash,-37.8994,145.0816,3145.0,"(10, 20]",2016-03-01,113.14285714285714
3319,3328,Hughesdale,3,u,855000.0,13.0,3166.0,1.0,2.0,0.0,,,Monash,-37.8909,145.0807,3145.0,"(10, 20]",2017-04-01,113.14285714285714
3320,3329,Hughesdale,3,h,1316000.0,13.0,3166.0,1.0,2.0,715.0,126.0,1949.0,Monash,-37.9072,145.0762,3145.0,"(10, 20]",2016-06-01,113.14285714285714
3321,3330,Hughesdale,3,t,828000.0,13.0,3166.0,2.0,1.0,206.0,118.0,2002.0,Monash,-37.8966,145.0863,3145.0,"(10, 20]",2016-07-01,113.14285714285714
3322,3331,Hughesdale,3,h,1055000.0,13.0,3166.0,1.0,1.0,562.0,97.0,1930.0,Monash,-37.9022,145.0811,3145.0,"(10, 20]",2016-08-01,113.14285714285714
3323,3332,Hughesdale,2,u,623000.0,13.0,3166.0,1.0,1.0,101.0,90.0,1970.0,Monash,-37.8988,145.0781,3145.0,"(10, 20]",2016-10-01,113.14285714285714
3324,3333,Hughesdale,4,h,2120000.0,13.0,3166.0,2.0,2.0,847.0,315.0,1925.0,Monash,-37.8927,145.0781,3145.0,"(10, 20]",2016-10-01,113.14285714285714
3325,3334,Hughesdale,4,h,1745000.0,13.0,3166.0,2.0,1.0,547.0,185.0,1925.0,Monash,-37.9002,145.0768,3145.0,"(10, 20]",2016-10-01,113.14285714285714
3326,3335,Hughesdale,4,h,1700000.0,13.0,3166.0,2.0,2.0,545.0,180.0,1940.0,Monash,-37.9002,145.0773,3145.0,"(10, 20]",2016-12-01,113.14285714285714
3327,3336,Hughesdale,2,u,420000.0,13.0,3166.0,1.0,1.0,0.0,70.0,2010.0,Monash,-37.9008,145.0859,3145.0,"(10, 20]",2016-12-01,113.14285714285714
3328,3337,Hughesdale,2,u,375500.0,13.0,3166.0,1.0,1.0,0.0,,1970.0,Monash,-37.8934,145.0853,3145.0,"(10, 20]",2016-12-01,113.14285714285714
3329,3338,Hughesdale,3,h,1350000.0,13.0,3166.0,1.0,2.0,698.0,,,Monash,-37.8982,145.0806,3145.0,"(10, 20]",2016-12-01,113.14285714285714
3330,3339,Hughesdale,4,h,900000.0,13.0,3166.0,1.0,1.0,369.0,,,Monash,-37.9054,145.0857,3145.0,"(10, 20]",2016-08-01,113.14285714285714
3331,3340,Hughesdale,2,h,1262000.0,13.0,3166.0,1.0,1.0,546.0,,,Monash,-37.9003,145.0777,3145.0,"(10, 20]",2016-10-01,113.14285714285714
3332,3341,Hughesdale,4,h,1337000.0,13.0,3166.0,1.0,2.0,696.0,100.0,1930.0,Monash,-37.8991,145.0804,3145.0,"(10, 20]",2016-10-01,113.14285714285714
3333,3342,Hughesdale,2,u,455000.0,13.0,3166.0,1.0,2.0,0.0,60.0,1960.0,Monash,-37.8942,145.0867,3145.0,"(10, 20]",2016-04-01,113.14285714285714
3334,3343,Hughesdale,2,u,400000.0,13.0,3166.0,1.0,1.0,100.0,88.0,1975.0,Monash,-37.8945,145.0876,3145.0,"(10, 20]",2016-09-01,113.14285714285714
3335,3344,Hughesdale,2,u,648000.0,13.0,3166.0,1.0,1.0,0.0,,,Monash,-37.9014,145.0824,3145.0,"(10, 20]",2016-06-01,113.14285714285714
3336,3345,Hughesdale,3,h,1210000.0,13.0,3166.0,1.0,2.0,730.0,122.0,1940.0,Monash,-37.9034,145.0796,3145.0,"(10, 20]",2016-08-01,113.14285714285714
3337,3346,Hughesdale,4,h,1167500.0,13.0,3166.0,2.0,1.0,678.0,184.0,1950.0,Monash,-37.898,145.0815,3145.0,"(10, 20]",2016-07-01,113.14285714285714
3338,3347,Hughesdale,3,t,900000.0,13.0,3166.0,2.0,1.0,360.0,154.0,1975.0,Monash,-37.8937,145.0779,3145.0,"(10, 20]",2016-07-01,113.14285714285714
3339,3348,Hughesdale,4,h,1322000.0,13.0,3166.0,2.0,4.0,738.0,,,Monash,-37.8996,145.076,3145.0,"(10, 20]",2016-08-01,113.14285714285714
3340,3349,Hughesdale,2,h,677500.0,13.0,3166.0,1.0,4.0,575.0,83.0,1950.0,Monash,-37.9084,145.0775,3145.0,"(10, 20]",2016-07-01,113.14285714285714
3341,3350,Ivanhoe,2,u,480000.0,7.9,3079.0,1.0,1.0,0.0,,,Banyule,-37.77,145.0472,5549.0,"(0, 10]",2016-03-01,125.47368421052632
3342,3351,Ivanhoe,2,u,430000.0,7.9,3079.0,1.0,1.0,0.0,,1970.0,Banyule,-37.7662,145.0516,5549.0,"(0, 10]",2016-03-01,125.47368421052632
3343,3352,Ivanhoe,1,u,460000.0,7.9,3079.0,1.0,0.0,75.0,,1970.0,Banyule,-37.7759,145.043,5549.0,"(0, 10]",2016-03-01,125.47368421052632
3344,3353,Ivanhoe,4,h,1601000.0,7.9,3079.0,3.0,2.0,610.0,,,Banyule,-37.7662,145.04,5549.0,"(0, 10]",2016-03-01,125.47368421052632
3345,3354,Ivanhoe,4,h,2265000.0,7.9,3079.0,2.0,2.0,925.0,208.0,1925.0,Banyule,-37.7652,145.041,5549.0,"(0, 10]",2017-04-01,125.47368421052632
3346,3355,Ivanhoe,3,h,1680000.0,7.9,3079.0,2.0,2.0,665.0,,,Banyule,-37.7714,145.0455,5549.0,"(0, 10]",2017-04-01,125.47368421052632
3347,3356,Ivanhoe,2,u,440000.0,7.9,3079.0,1.0,0.0,0.0,,1960.0,Banyule,-37.7711,145.047,5549.0,"(0, 10]",2017-04-01,125.47368421052632
3348,3357,Ivanhoe,4,h,2350000.0,7.9,3079.0,2.0,2.0,638.0,,,Banyule,-37.7641,145.0501,5549.0,"(0, 10]",2017-04-01,125.47368421052632
3349,3358,Ivanhoe,3,t,962000.0,7.9,3079.0,2.0,1.0,108.0,,,Banyule,-37.7668,145.0434,5549.0,"(0, 10]",2017-04-01,125.47368421052632
3350,3359,Ivanhoe,3,h,981000.0,7.9,3079.0,3.0,2.0,626.0,378.0,2016.0,Banyule,-37.76,145.0326,5549.0,"(0, 10]",2016-04-01,125.47368421052632
3351,3360,Ivanhoe,4,h,2400000.0,7.9,3079.0,2.0,2.0,1252.0,201.0,1920.0,Banyule,-37.7727,145.0484,5549.0,"(0, 10]",2016-04-01,125.47368421052632
3352,3361,Ivanhoe,3,t,890000.0,7.9,3079.0,2.0,2.0,249.0,140.0,2005.0,Banyule,-37.766,145.0345,5549.0,"(0, 10]",2016-04-01,125.47368421052632
3353,3362,Ivanhoe,2,u,490000.0,7.9,3079.0,1.0,1.0,0.0,,1960.0,Banyule,-37.7669,145.0505,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3354,3363,Ivanhoe,2,u,739000.0,7.9,3079.0,1.0,1.0,648.0,91.0,1965.0,Banyule,-37.7702,145.0493,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3355,3364,Ivanhoe,3,h,1340000.0,7.9,3079.0,1.0,1.0,571.0,,,Banyule,-37.7614,145.0433,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3356,3365,Ivanhoe,3,h,785000.0,7.9,3079.0,2.0,0.0,399.0,110.0,1950.0,Banyule,-37.7551,145.05,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3357,3366,Ivanhoe,3,h,1155000.0,7.9,3079.0,1.0,2.0,537.0,170.0,1945.0,Banyule,-37.7773,145.0379,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3358,3367,Ivanhoe,4,h,1300000.0,7.9,3079.0,1.0,1.0,586.0,,,Banyule,-37.7726,145.0396,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3359,3368,Ivanhoe,2,h,1020000.0,7.9,3079.0,1.0,1.0,557.0,78.0,1955.0,Banyule,-37.7568,145.0355,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3360,3369,Ivanhoe,3,h,1796000.0,7.9,3079.0,1.0,1.0,614.0,,,Banyule,-37.7768,145.0409,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3361,3370,Ivanhoe,2,h,790000.0,7.9,3079.0,1.0,1.0,221.0,,,Banyule,-37.7654,145.036,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3362,3371,Ivanhoe,3,h,1465000.0,7.9,3079.0,1.0,2.0,630.0,126.0,1960.0,Banyule,-37.7635,145.039,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3363,3372,Ivanhoe,3,t,855000.0,7.9,3079.0,2.0,2.0,0.0,130.0,1980.0,Banyule,-37.765,145.0422,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3364,3373,Ivanhoe,2,u,705000.0,7.9,3079.0,1.0,1.0,94.0,,,Banyule,-37.7679,145.0452,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3365,3374,Ivanhoe,2,u,504000.0,7.9,3079.0,1.0,1.0,0.0,,,Banyule,-37.7712,145.0455,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3366,3375,Ivanhoe,1,u,413000.0,7.9,3079.0,1.0,1.0,845.0,59.0,1960.0,Banyule,-37.7591,145.0501,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3367,3376,Ivanhoe,3,t,1010000.0,7.9,3079.0,2.0,2.0,314.0,,2003.0,Banyule,-37.7554,145.0516,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3368,3377,Ivanhoe,3,h,1220000.0,7.9,3079.0,1.0,1.0,687.0,110.0,1975.0,Banyule,-37.7634,145.0361,5549.0,"(0, 10]",2017-11-01,125.47368421052632
3369,3378,Ivanhoe,3,h,1605000.0,7.9,3079.0,2.0,2.0,608.0,165.0,1920.0,Banyule,-37.7702,145.0398,5549.0,"(0, 10]",2016-12-01,125.47368421052632
3370,3379,Ivanhoe,2,u,587000.0,7.9,3079.0,1.0,1.0,721.0,78.0,1960.0,Banyule,-37.7634,145.0406,5549.0,"(0, 10]",2016-12-01,125.47368421052632
3371,3380,Ivanhoe,2,u,475000.0,7.9,3079.0,1.0,1.0,0.0,,1960.0,Banyule,-37.7707,145.0471,5549.0,"(0, 10]",2016-12-01,125.47368421052632
3372,3381,Ivanhoe,3,h,1075000.0,7.9,3079.0,1.0,2.0,677.0,,1950.0,Banyule,-37.7616,145.0322,5549.0,"(0, 10]",2016-05-01,125.47368421052632
3373,3382,Ivanhoe,2,u,465000.0,7.9,3079.0,1.0,1.0,795.0,,1970.0,Banyule,-37.7744,145.0415,5549.0,"(0, 10]",2016-05-01,125.47368421052632
3374,3383,Ivanhoe,2,t,610000.0,7.9,3079.0,1.0,1.0,277.0,,,Banyule,-37.7577,145.0358,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3375,3384,Ivanhoe,2,u,690000.0,7.9,3079.0,1.0,1.0,103.0,83.0,,Banyule,-37.7671,145.0408,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3376,3385,Ivanhoe,3,h,1535000.0,7.9,3079.0,1.0,2.0,691.0,140.0,1950.0,Banyule,-37.7674,145.0392,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3377,3386,Ivanhoe,4,h,1470000.0,7.9,3079.0,2.0,1.0,694.0,217.0,1950.0,Banyule,-37.7565,145.0506,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3378,3387,Ivanhoe,3,h,1486000.0,7.9,3079.0,1.0,2.0,645.0,158.0,1930.0,Banyule,-37.7634,145.0439,5549.0,"(0, 10]",2016-10-01,125.47368421052632
3379,3388,Ivanhoe,1,u,420000.0,7.9,3079.0,1.0,1.0,55.0,,1970.0,Banyule,-37.7772,145.0414,5549.0,"(0, 10]",2016-04-01,125.47368421052632
3380,3389,Ivanhoe,3,t,750000.0,7.9,3079.0,1.0,1.0,110.0,,1990.0,Banyule,-37.765,145.0407,5549.0,"(0, 10]",2016-04-01,125.47368421052632
3381,3390,Ivanhoe,2,u,460000.0,7.9,3079.0,1.0,0.0,0.0,,,Banyule,-37.7662,145.0516,5549.0,"(0, 10]",2016-04-01,125.47368421052632
3382,3391,Ivanhoe,4,h,1615000.0,7.9,3079.0,2.0,3.0,758.0,,,Banyule,-37.7668,145.03799999999995,5549.0,"(0, 10]",2016-07-01,125.47368421052632
3383,3392,Ivanhoe,5,h,1730000.0,7.9,3079.0,2.0,2.0,689.0,292.0,2007.0,Banyule,-37.7591,145.04,5549.0,"(0, 10]",2016-09-01,125.47368421052632
3384,3393,Ivanhoe,2,t,779000.0,7.9,3079.0,1.0,2.0,152.0,,1970.0,Banyule,-37.7635,145.0464,5549.0,"(0, 10]",2016-09-01,125.47368421052632
